review,sentiment
"If you've seen the trailer for this movie, you pretty much know what to expect, because what you see here is what you get. And even if you haven't seen the previews, it won't take you long to pick up on what you're in for-- specifically, a good time and plenty of laughs-- from this clever satire of `Reality TV' shows and `Buddy Cop' movies, `Showtime,' directed by Tom Dey, starring Robert De Niro and Eddie Murphy.<br /><br />	Mitch Preston (De Niro) is a detective with the L.A.P.D., and he's good at what he does; but working a case one night, things suddenly go south when another cop, Trey Sellars (Murphy), inadvertently intervenes, a television news crew shows up and Mitch loses his cool, which results in a lawsuit by the television station that's going to cost the department some big bucks. Except that they may be able to get around it, thanks to Chase Renzi (Rene Russo), who works for the station and likes what she sees in Mitch-- enough to pitch an idea to her boss for a `Reality' cop show, that would feature none other than Mitch Preston, whom Chase sees as a real life `Dirty Harry.'<br /><br />	Her boss likes the idea and gives Chase the green light. Now all she has to do is convince Mitch to participate, which shouldn't be too hard, since the station has agreed to drop the lawsuit if he will do the show. But Mitch is a cop, not an actor, and he wants nothing to do with any of it-- that is until he has a heart-to-heart with his boss, Captain Winship (Frankie Faison), who puts Mitch's future into succinct perspective for him. And just like that, the show is on. Oh, yes, there's one more thing; for the show, Mitch is going to need a partner. And who do you suppose they're going to come up with for that? Let's put it this way: Trey Sellars is more than one of the usual suspects.<br /><br />	This is Dey's second film as a director, his first being `Shanghai Noon,'-- also a comedy-- and he's definitely showing a penchant for the genre. From the opening frames he establishes a pace that keeps the story moving right along, and he allows his stars to make the most of their respective talents and personal strengths, including their impeccable timing. With stars like De Niro and Murphy, Dey, of course, had a leg up on this project to begin with, but he's the one who keeps it on track, demonstrating that he knows what works, achieving just the right blend of physical comedy and action, and employing the subtleties of the dialogue to great effect. <br /><br />	There isn't a more natural actor in the business than De Niro, and he steps into Mitch's skin like he was born to it. And after years of doing hard-edge, cutting drama (in which he turned in one remarkable performance after another), with such films as `Analyze This,' `Meet the Parents' and now this one, he has firmly established his proficiency for doing comedy, as well. Mitch is not an especially complex character; he is, in fact, something of an `ordinary' guy, but therein lies the challenge for the actor-- to make him believable, to make him seem like the guy who could be your neighbor and just another member of the community. And on all counts, De Niro succeeds. He's Mitch, the guy you run into at the grocery store or the bank, or say `good morning' to on your way to work; who likes to watch the game on TV and has a life, just like you and me, who happens to make his living by being a cop. It's the character Mitch has to be to make this film work, because it makes the `ordinary guy in extraordinary circumstances' angle credible. It's one of those role-- and work-- that is often wrongly dismissed out-of-hand, because it looks so easy; and, of course, this is what makes De Niro so exceptional-- he does make it look easy, and he does it with facility.<br /><br />	As Trey Sellars, Eddie Murphy turns in a winning performance, as well, and it's a role that fits him like the proverbial glove. Trey is a cop, but also an aspiring actor-- and a bad one-- and it gives Murphy the opportunity to play on the over-exuberant side of his personality (reigned in enough by Dey, however, to keep him from soaring over-the-top into Jim Carrey territory), which works perfectly for this character and this film. From his melodramatic take on a part during an audition, to his throwing out of one-liners-- delivered by looking directly into the camera (which as far as he's concerned isn't even there) while filming the `reality' show-- Murphy's a riot. And he has a chemistry with De Niro that really clicks (which is not unexpected, as this is another of De Niro's many talents; his ability to connect with and bring out the best in his co-stars, all of whom-- evidence will support-- are better at their craft after having worked with him, including the likes of Meryl Streep, Christopher Walken and Ed Harris, just to name a few). Most importantly, this is a part that allows Murphy to excel at what he does best, and he certainly makes the most of it.<br /><br />	Russo makes the most of her role as Chase, too, a character who isn't much of a stretch artistically, but whom she presents delightfully, with a strong, believable performance. And William Shatner (playing himself) absolutely steals a couple of scenes as the director of the show.<br /><br />	The supporting cast includes Drena De Niro (Annie), Pedro Damian (Vargas) and James Roday (Camera Man). Well crafted and delivered, `Showtime' is a comedy that's exactly what it is meant to be: Pure entertainment that provides plenty of laughs and a pleasant couple of hours that will have you chuckling for some time after. It's the magic of the movies. 8/10. <br /><br /> <br /><br /> <br /><br />",positive
"I've watched this movie twice, and I plan to see it again. It is the movie that puts you in the director's place, regarding his romantic relations and the political situation in Israel. It also makes me cry because of remembering the wonderful time it was, and the horrible murder described there. It is really worth watching.",positive
"...when this movie was on.<br /><br />What a bore. An attempt at humor, but really not pulling it off too well. Some good ideas were cast, and the actors makeup and wardrobe were OK.<br /><br />I expected a lot more, unfortunately I couldn't sit through any more of it, I switched off halfway through the video, and ejected the tape, went to the rental store to get my money back...",negative
"I just saw this at SIFF, and I absolutely loved it. There were parts where I laughed so hard I couldn't catch my breath. The script and direction by Glenn McQuaid are fantastic. I can't wait to see more from this talented young man. The performances make the movie. Larry Fessenden and Dominic Monaghan are just delightful as the graverobber Willy and his apprentice Arthur. Ron Perlman turns in a fantastic performance (as usual) as a less-than-sympathetic jailhouse priest. Bonus: Angus Scrimm as an unscrupulous doctor! As always, he balances menace and humor perfectly.<br /><br />This is a style of horror comedy that really hasn't been seen since Vincent Price did ""Comedy of Terrors,"" ""The Raven,"" and ""Theater of Blood."" The movie is genuinely scary in places, then it'll suddenly flip back into hilarious mode, keeping you totally off balance. Some parts are scary and funny at the same time.<br /><br />I can only afford to see three movies at SIFF this year, but even if the other two are awful, ""I Sell The Dead"" was worth the price of all three. I'm going to be looking for more movies from Larry Fessenden's Glass Eye Pix. He's giving the horror genre a much-needed kick in the butt.",positive
"On the 28th of December, 1895, in the Grand Café in Paris, film history was writing itself while Louis Lumière showed his short films, all single shots, to a paying audience. 'La Sortie des Usines Lumière' was the first film to be played and I wish I was there, not only to see the film, but also the reactions of the audience.<br /><br />We start with closed doors of the Lumière factory. Apparently, since the image seems a photograph, people thought they were just going to see a slide show, not something they were hoping for. But then the doors open and people are streaming out, heading home. First a lot of women, then some men, and one man on a bike with a big dog. When they are all out the doors close again.<br /><br />Whether this is the first film or not (some say 'L'Arrivée d'un Train à la Ciotat' was the first film Lumière recorded), it is an impressive piece of early cinema. Being bored by this is close to impossible for multiple reasons. One simple reason: it is only fifty seconds long. But also for people who normally only like the special effect films there must be something interesting here; you don't get to see historical things like this every day.",positive
"I admit that I almost gave up on watching TV shows. Why? Because most of them are about doctors, forensics or some girl/boy, who can predict a murder by sitting on the toilet seat. But I must say I was wrong when I watched the first episode of Oz, one of the most brilliant shows on TV until today. Oz is a show about maximum secure prison and shows episodes in life of every cell - mate inside the prison and their frustrations. What I like about this show is the fact it has the courage to show the real life in prison without any annoying characters, stereotypes and unrealistic dialogs. Even thought the characters in the show are not supposed to be heroes, you became quickly attached to them and their life. Sure, their is a lot of violence in this show and some disturbing images of rape and taking drugs, but that's the point of this show; to present how brutal and frustrating can be life in prison... heck, you can't show life in prison like a ""clean environment"" with ""likeable characters"", right? Oz is perfect in every way, the actors are doing an excellent job and the whole hour of this show is going threw really really fast. The only thing that I didn't like in this show was the last season of the show, I think it became too weird and brutal and the finale was not satisfying. But overall Oz is still my favorite show on TV so far, it surpasses Sopranos and million CSI and Dr. House crap with just a main title. Brilliant show which has the balls to show what other shows are taking away from us; realism.",positive
"I actually paid to see this movie in the theater.<br /><br />It would get a 1-rating, but the fight scenes between the robots are okay, and there's a surprise.<br /><br />I realize that some movies have larger budgets than others. I don't have a problem with that. Unfortunately, science fiction movies probably suffer the most on a small budget for obvious reasons. But, one way this movie fails is that just about every piece of each set looked cheesy and cheap. I mean, couldn't they even make it ""look"" good?<br /><br />The other major reason this movie is horrible is the acting If I watched the movie now and knew what to expect, I might just enjoy it for the cheese-factor, but at the time, I was expecting a good movie and had no clue as to how horrible it would actually end up being.<br /><br />Thankfully, the experience was over in only 85 minutes.",negative
"(Review in English, since Swedish is not allowed)<br /><br />I saw this movie with extremely low expectations, and I can sadly inform you that the movie barely lived up to them.<br /><br />As much as I loved to see Janne ""Loffe"" Karlsson on the big screen again, the writers should have realized early in the scriptwriting process that seven people falling into the water, isn't original or funny. The story is very thin and the jokes are used and predictable, the ones that ain't, is just plain boring. I smiled like three times during the entire film.<br /><br />The placement of Swedish Findus products is (unintentionally) funny, why not just a big sign saying; ""Findus made it happen!"".<br /><br />Göta Kanal 2 doesn't need to be seen at the cinema or on DVD, just wait for it to air on TV, it wont take too long.",negative
"Just saw it yesterday in the Sao Paulo Intl Film Festival. Just before going I came here to see how it was rated, and at that time it was 7.4, a pretty nice rate...<br /><br />After 15 minutes I was dying to get out (never did this), but felt embarrassed to do so as the producer of the movie was in the screening.<br /><br />I did not like at all, the dialogs are shallow and lead nowhere, the characters are shallower than the dialogs, nothing lead anywhere, and the worst and worst: plenty of Siemens and Organics advertising on the movie. Despite the fact that I already paid to go to the movie and entertain myself, I still have to be bombarded by the main character chatting on the internet and Siemens mobile popping-up all the time on her lap-top; or another character having a bath or cutting her hair just to have Organics shampoo displayed enormously on the screen! All of this would be bearable if the plot, characters, romances, anything was good, but was bad, really bad! A ""don't know how to do"" sex-in-the-city.<br /><br />Don't waste your time or money.",negative
"Please Don't hate me but i have to be honest, watching this movie, i had a lot of fun,,<br /><br />It's a Movie with a Stupid Cast and Stupid Songs!!!<br /><br />Unnecessary songs!!! Mehbooba... A Total Insult to the Original One Holi.... well.. it was OK! due to the Tradition Every Movie got to have one!! Chad Raha hai Nasha Whatever... Very UNNEEDED stupid Song jee Le... Sounded like a Playboy Song Stupid Song...<br /><br />Other than Songs. The Movie was OK This was Ram Gopal Verma's Own Adaptation... If you think like that you will like this movie<br /><br />Well this movie only Depends on the Viewer and on his judgement whether he/she thinks this movie is total Copy He/She would want to hit her Head on the Cinema Seat OR if he/She Thinks of the Directors Own Look he/she would be relaxed and take a look at this movie<br /><br />Anyways I looked at both ways i would Congratulate and Abuse Ram Gopal for this Disaster that he made...<br /><br />Well Some other Things that bothered that The CAST was Incredibly Bad<br /><br />Amitabh Bachchan As Babban/Gabbar (Amitabh in his own Movie Remake Funny what was the Director Thinking) Ajay Devgan As Heero/Veeru(Bobby Deol Could have been Better) Prashant Raj As Raj/Jai(Abhishek was Meant for this role Despite doing a Special Appearance in the Mehbooba song) Sushmita Sen As Radha/Durga(Jaya Bachchan was Right Tabu was Right for this Role) Nisha Kothari As Ghungroo/Basanti(I think Esha Deol would have been Great) Mohanlal As Narishma/Thakur(Mohanlal Is So Cute....Oops Sorry hehehehe, He Was OK I could not Think of anyone)<br /><br />The Movie would have Even FAIRED a LIttle if the Cast was OK<br /><br />I movie wasn't even exciting, the movie was just OK , Just for watching<br /><br />The Overall Rating<br /><br />Direction... 8/10 I Got to him some credit Cinematography... 9/10 Script... 3/10 BAD Scripting Songs... 5/10 Unnecessary in the Movie, could have been better, Easy on the Ears on to be played in PC's and IPod's and Stuff Cast... 1/10<br /><br />Total ... 3/10<br /><br />Syed Shabbir Aly Naqvi from Pakistan",negative
"Seeing the cover of this before I watched it, my expectations weren't high, especially since it was amongst those other crappy horror movies at blockbuster (alongside films like Junior).<br /><br />Alright, not only does this movie have the brainless stereotypical characters (the rich douche bag, the bitch, the sheriff, the localer that knows what's going wrong in the town, and so forth), but has such god-awful dialogue, acting, directing, and cg effects. The Jeremiah Stone dude was hilarious. (*SPOILER*) I'll never understand why he bit his finger off out of nowhere when he was holding that chick up hostage.<br /><br />The premise for the movie is just as atrocious as the other flaws. From what I could get from it, Jeremiah Stone was a gold digger during the Gold Rush, and a notorious outlaw. He had a crapload of gold, (*SPOILER*) and put a curse on anyone who went after his gold before he was gunned down by the locals after he killed some girl, but not only did he survive, he bit off his own finger and ran off. So, present day, a group of clueless morons find out about this gold mine, and of course, they are warned by locals about ""The Curse of the Forty-Niner"". And what do they do? As expected, ignored the warnings and greedily sought for the gold. They get the gold, and all sorts of s**t goes on. Thankfully, (*SPOILER*) the bitch gets her head cut off.<br /><br />That's about it. Looking at the cover of the film, you can tell what kind of movie it's going to be. It's just so terrible it's hilarious.<br /><br />1 1/2 stars out of 5.",negative
"OK, the movie is good but I give it a 1 because the idea of a computer virus becoming an organic virus is pure fairy tale. This kind of crap just adds to those uncomputer savvy moron's paranoid delusions that a computer virus is exactly like an organic virus. First of all, strings of code and dozens of 1s and 0s add up to computer virus. An organic virus is much more complex, even though it's way tinier. Though, it's considered one of the simplest forms in the universe, organic virus's attach burrow into your cells and attach themselves to the RNA, then change your own RNA code. Explain to me how something like that could be processed from a monitor? Maybe the radiation has some effect on the user's cornea that turns your eyeballs into these viruses? I could see that, but obviously, the writer didn't think of that.",negative
"i just glanced over another comment posted here in which the writer discusses the disturbing ways the teenagers in this film use the body of their dead friend. one overlooked in this statement is perhaps the most unsettling of them all, no surprise it's what crispin glover's character (layne) does. he is thrilled over one of his friends murdering another friend of his, the killer's girlfriend. not because layne did not like this individual, rather he is excited about her death because it gives him something to do. this poor boy is bored in life, and dead inside, that a murdered friend is something to get excited about because it provides him with something to focus on.",positive
"May contain spoilers<br /><br />This historical movie was so refreshing. Although it may be exagerating the actual events, it does show the heartless nature of emperor Qui, which he was later infamous for. And there wasn't a single computer generated person in it. I think it's great that China has produce such an epic film. The costumes and the settings were beautiful, the performances were also excellent. Dignity vs. death is a major theme in this movie and i think it reflects the Chinese history and culture. I also enjoyed a little allusion to the terracotta warriors, a 3d map carved of the conquest of China with individual soldiers. Emperor Qui of course later as entombed with his life size terracotta warriors.<br /><br />I also enjoyed the scene with the dwarf, he was a very interesting character, even if he only had a small scene.<br /><br />9/10<br /><br />",positive
"Better than average World War II-era ""who-dun-it"" featuring Warner Baxter as a former gangster who suffered amnesia and has been reborn as a psychiatrist now known as Robert Ordway who helps both the police and criminals who want to go straight. Crime Doctor's Courage is the fourth in the series of ten and also involves a victim who might have some mental problems. The link to ""courage"" is not particularly clear.<br /><br />This entry revolves around the death of fortune hunter Gordon Carson whose two previous wives have under mysterious circumstances and who in turn dies in a locked room under conditions that resemble suicide but Dr. Ordway labels murder. Hillary Brooke plays the part of widow Kathleen Carson who is involved with Anthony Caruso - a mysterious Spanish dancer whose act includes his sister that disappears on stage. As a mystery novelist, Jerome Cowan is a good supporting actor as is Lloyd Corrigan as an aficionado in crime.<br /><br />Spooky houses with creaking doors, caskets in the cellar, and suspects that are never seen in daylight add to the air of suspense. The set for the dance sequence is quite elaborate and the ballet music very good. Direction, production design, and photography stand out. The exterior shots and costumes suggest more affluence rather than normally found in the average ""B"" detective thriller.<br /><br />Strongly recommended.",positive
"I love this show and my 11 year-old daughter and I LOVE watching it together. It teaches good old fashioned values in a fun, adventuresome and entertaining way (albeit with a somewhat predictable story most of the time). It's also really fun to make fun of...you know, rewind and insert your own dialog, in place of the actors'.<br /><br />I have my DVR set to record all the episodes and I happened to catch the tail end of an episode (just prior to the next one starting...so I don't know what episode it was) but there was an absolutely TERRIBLE sequencing mistake! Adam had handed Sheriff Coffee a small swatch of ""leather"", which was torn from some outlaw's coat as he tried to make his getaway, I suppose.<br /><br />Well, Roy happened to have the coat, so he laid it out on his desk and placed the swatch right where it had been torn from. The swatch was EXACTLY rectangular...which I reckon would be nearly impossible to tear from a piece of leather (post-1950's Naugahyde? Yes. Leather? I don't think so). Well, the swatch lined up perfectly and the mystery was solved.<br /><br />Not 10 seconds later in the scene, we see the coat again, still lying on Roy's desk. But this time the swatch is more like the shape of North Carolina and is now in a COMPLETELY different place on the coat (but still perfectly aligned with the hole in the coat) and the seam (which WAS smack-dab in the middle of the swatch) is now gone...as is the seam in the coat. My daughter enjoyed a good laugh as we played the short scene over and over and over again! It's prime for youtube, I tell ya!<br /><br />We still totally LOVE the show though and the sequencing errors make it lots of fun!",positive
"I was lucky enough to grow up surfing in San Diego (not the biggest waves in the world but it was a hell of childhood, I'll tell you that) and I have seen A LOT of so-called surfer flicks in my life. After watching NORTH SHORE for the first time just now, all I can say is THANK GOD I never saw this as a kid. If I had seen this and mistakenly thought that this was a realistic portrayal of the surf scene, I would sold my board and totally gotten into, I don't know, accounting or something.<br /><br />Seriously, this movie has a as much in common with real surfing as TOP GUN has was real military life. The acting is terrible, the music is worse, the cinematography is iffy at best and OH MY GOD what was Laird Hanilton thinking?! WOW!!! DO NOT SEE THIS MOVIE!!! IT SUCKS!!! If you want a REAL surf flick, see RIDING GIANTS. Hell, watch SURF'S UP instead of this. Seriously. Sucks. Sucks bad. Sucks REAL bad. Brah. ;)<br /><br />PS: Had to change my summery from ""WTF?!"" to wtf because, apparently, we are supposed to whisper on this site. NO YELLING!!! (shhhhhh!) ;D",negative
"I really wanted to like this, but in the end it's a poorly made film with too few laughs.<br /><br />The politics are spot on, it's gonna offend the hell out of republicans but that's what it's designed to do. That alone gives me reason to chuckle.<br /><br />The problem is, it looks like it was made in a REAL hurry (like about a week). And it contains a stupid subplot about some bimbo singer, which seems to be completely off topic.<br /><br />Turiqistan is obviously Iraq, or Afghanistan, or any other number of countries the US has f**ked with since the 50s. The humour is a little dark (amputees dancing with prosthetic legs made by Tamerlane corporation) but it IS on the mark, especially with the corporations cashing in on the reconstruction (""democracy lite""!) <br /><br />However like a lot of satire criticising the US, it seems terribly heavy handed and laboured. I guess it's running counter to so much bs propaganda so it has to bludgeon people over the head to make a point. Who knows. I prefer more of a nudge, wink approach - a bit of subtlety. But that's just me.<br /><br />Anyway I might watch it again, perhaps I missed something.<br /><br />I'm hoping ""W"" is more on the mark.",negative
"Having been forced by my children to watch this at least 10 times for each of the last 2 Christmases, I feel adequately qualified to pass judgment on this version of Dr. Seuss' classic tale, and well... it's not very good. First off, following a classic act like Chuck Jones' animated TV special is going to be difficult for anyone, but this interpretation is so heavy-handed and padded as to be positively numbing. I will concede that there are a handful of inspired gags, but overall the film comes off as a calculated cash grab, at the same time as it is supposedly decrying the commercialisation of Christmas. Jim Carrey is typically over the top here, but that is completely at odds with the character of the Grinch. As characterised by Boris Karloff, he was a slow burn; methodical and sly. There is no method to Carrey's madness, and that is only the most obvious error made. Talented actors like Jeffrey Tambor and Christine Baranski are utterly wasted here. Why, Universal, why? I mean , I understand that Tony Hopkins will take just about any role offered (much like his countryman Michael Caine), but this one needs to be filed under ""Films that should never have been made."" This does not bode well for the Cat in the Hat, an even thinner tome that Universal is prepping for this Christmas. I get the feeling that I will be making the same recommendation for that one as I am with this one: skip it, and either read the book or watch the TV special. This is 2 hours you can never, ever get back.",negative
"""When I die, someone will bury me. And if they don't, what's the difference. Who gives a damn, huh?"" Thus the philosophy of life (or lack there of) is summed up once and for all in this less than classic but nevertheless fun spin off of Sergio Leone's ""Dollars Trilogy."" In the opening scene, three obviously evil gunmen ride into a western town and, with menacing glares, they intimidate all the pathetic normal people hiding in their homes. The observant watcher will notice that each of these three bears a striking resemblance to characters from Leone's For A Few Dollars More. There is one guy in Eastwood's poncho, one in Lee Van Cleef's black suit, and one seeming to act like Gian Marie Volonte's Indio. But this movie is not about these guys. No sooner do they ride into town when they are gunned down by someone even cooler than they, a mysterious bounty hunter known simply as the Stranger.<br /><br />No. this is an altogether different story.<br /><br />In an obvious copying of Leone's The Good, the Bad, and the Ugly, three gunmen are again vying for a hidden treasure. Once again there is the bounty hunter and the Mexican bandit. The Stranger (George Hilton) is a supercool bounty hunter with a penchant for shooting people while dressed up like a priest. He is after the reward for the bandit Monetero (Gilbert Roland). But when Monetero's gang steals three hundred thousand in gold coins, the Stranger gets sidetracked from his normal line of work.<br /><br />To round off the trio there is Edd Byrne's corrupt bank executive, Clayton. He too wants the money for himself. But after the money is hidden away, the only man who knows where it is gets shot. Now the only clue to the hiding place is a medallion that shows a family crest. The game is too find the treasure before anyone else does. And any gun can play.<br /><br />With plenty of gunfights, fist fights, and double crosses, the action takes these three to the ultimate showdown ripoff, a three way draw for the hidden treasure ala The Good, the Bad, and the Ugly -- but with a twist.<br /><br />This movie is not as good as Leone's films, of course, but in the end who gives a damn, huh? This movie is fun -- 60s nihilism, spaghetti western style. There are no rules, no enduring loyalties, and no right or wrong -- just the treasure and whatever it takes to get it. And, though the movie is not classic, the ending surely is. Hey, maybe we all can get along after all, for a hundred thousand a piece.<br /><br />If you like spaghetti westerns, check this one out. It is fast, furious, and worth the look. My name is Evren Buyruk from Crestline California",positive
"Kubrick may have been the greatest director of all times. He may have made more classics than anyone else. He may have been a perfectionist. But man, was his first attempt ever bad!<br /><br />Kubrick had good reason to try to make this film dissappear from the map: it looks like an Ed Wood film. It has strange narration, cheap shots, bad dialogue, ominous music reminiscent of your 50s sci-fi/horror flick, and what looks like relatives of the cast of ""Reefer Madness"" going insane for no reason.<br /><br />Sure, you can see an undeveloped Kubrick in there. It is a psychological/horror study of war. The characters became dehumanized and insane. There are people playing more than one role. There are constant shots of the faces and particular facial expressions of different people. And there are a few interesting shots around there. But really, this is a mess.<br /><br />Of course, I am not discouraging you from watching it. If you get a hold of it, you are joining a select group of myself and a few thousand people world wide who have had access to it.",negative
"This low-budget erotic thriller that has some good points, but a lot more bad one. The plot revolves around a female lawyer trying to clear her lover who is accused of murdering his wife. Being a soft-core film, that entails her going undercover at a strip club and having sex with possible suspects. As plots go for this type of genre, not to bad. The script is okay, and the story makes enough sense for someone up at 2 AM watching this not to notice too many plot holes. But everything else in the film seems cheap. The lead actors aren't that bad, but pretty much all the supporting ones are unbelievably bad (one girl seems like she is drunk and/or high). The cinematography is badly lit, with everything looking grainy and ugly. The sound is so terrible that you can barely hear what people are saying. The worst thing in this movie is the reason you're watching it-the sex. The reason people watch these things is for hot sex scenes featuring really hot girls in Red Shoe Diary situations. The sex scenes aren't hot they're sleazy, shot in that porno style where everything is just a master shot of two people going at it. The woman also look like they are refuges from a porn shoot. I'm not trying to be rude or mean here, but they all have that breast implants and a burned out/weathered look. Even the title, ""Deviant Obsession"", sounds like a Hardcore flick. Not that I don't have anything against porn - in fact I love it. But I want my soft-core and my hard-core separate. What ever happened to actresses like Shannon Tweed, Jacqueline Lovell, Shannon Whirry and Kim Dawson? Women that could act and who would totally arouse you? And what happened to B erotic thrillers like Body Chemistry, Nighteyes and even Stripped to Kill. Sure, none of these where masterpieces, but at least they felt like movies. Plus, they were pushing the envelope, going beyond Hollywood's relatively prude stance on sex, sexual obsessions and perversions. Now they just make hard-core films without the hard-core sex.",positive
"Richard Tyler is a little boy who is scared of everything. He doesn't like riding his bike or climbing on his tree house because he knows what kind of accidents might happen to him. So one day he is riding his bike and because it is starting to rain, he decides to wait in the library until it stops raining. In there the whole story takes place. He experiences all kinds of staff and in the end he is not scared any more. But the whole story is unbelievable and even good actors like Macaulay Culkin could not make the story better than it is.",negative
"This was not a very good movie, the acting pretty much stunk and the effects were bad most of the time. But there were some funny moments but most of those were not meant to be funny. The most hilarious part of the movie to me was the part were a little kid in wheelchair falls out (thats not the funny part What kind of person do you think I am)anyway the kid falls out and starts screaming for his big brother, well the brother comes running and the way the kid runs is so funny he's all stumbling and really over acting I had to rewind it several times so I could laugh some more. so if your looking for something to rent but just can't seem to find anything check this one out and watch for the running part.",negative
"Many have stated that Orca  Killer Whale is a Jaws rip-off. This is not really true, though the enormous commercial success of Jaws undoubtedly made these man .vs. beast stories more attractive propositions for film-makers in the second half of the '70s. Orca  Killer Whale would be better described as a modern-day retread of Moby Dick. It's a story about obsession. On one hand a whale's obsessive quest to avenge the death of its mate; on the other a bounty hunter's obsessive quest to kill the whale before it can claim any more lives. Sadly, Orca- Killer Whale emerges a very disappointing film, its fundamentally interesting ideas somewhat ruined by hammy performances and preposterous plotting.<br /><br />Shark hunter Nolan (Richard Harris) encounters a marine-life researcher Rachel Bedford (Charlotte Rampling) diving off the Atlantic coast of Canada. Their meeting almost ends in disaster when Rachel's team are attacked by a Great White Shark, but a Killer Whale arrives in the nick of time to stop the shark. After this, Nolan becomes increasingly obsessed with capturing a Killer Whale and selling it to an aquarium. But his plans backfire when he accidentally kills a pregnant female of the species while the distraught male looks on. Rachel tells Nolan that a Killer Whale is an incredibly intelligent mammal with a strong memory and feelings just like a human. Worse still, native Umilak (Will Sampson) warns him that the whale will always remember its grief and do everything it can to have revenge. Nolan initially tries to forget about the whole regrettable incident, but the whale causes havoc in the fishing town and the disgruntled locals begin to demand that Nolan puts to sea to track it down and destroy it. Eventually Nolan is forced to pursue the Killer Whale the hunt leads all the way to the desolate ice floes of the Arctic Ocean, where man and beast play out their final fatal battle against each other.<br /><br />Two things stand out in this film. One is the haunting score by Ennio Morricone (perhaps the greatest composer of film music of all-time, his talents wasted on various tenth-rate clunkers during the 70s and 80s). The other is the amazing widescreen photography of Ted Moore, which makes the film consistently pleasing to the eye. In every other department, Orca  Killer Whale is a shoddy film that does nothing to enhance the reputation of its talented cast and crew. Harris appears extremely ill throughout the film, his hair bedraggled, black rings around his eyes and skin deathly pale. His performance lacks the usual vitality. Rampling strikes a lot of sexy poses but fails to convince with her long-winded and ill-informed explanations about the ways of whales. The rest of the actors are wasted in brief and undeveloped roles, the most memorable of which sees Bo Derek getting her leg bitten off by the vengeful whale. The plot is total nonsense from start to finish, with such preposterous sequences as the whale deliberately starting a fire in the fishing village that engulfs and destroys the local refinery! Although it's credible to suppose that whales are intelligent creatures with genuine emotions, the idea that a whale could plot revenge against a single human adversary and carry it out so calculatedly is utterly absurd. Orca  Killer Whale is really one for completists of the man .vs. beast cycle from the late 70s. Most will come away from the film shaking their heads in disbelief and grinding their teeth with despair.",negative
"First, let me confess that I have not read this particular Balzac novel, so maybe I am directing my cavils unfairly at director and editor. Still my experience with Balzac in other stories is that he writes as a realist, not an obscurantist. This is most certainly a film worth one's while, but one is left sorely puzzled at the end. Was the Colonel a fraud, used by the lawyer for his own ends (or for whose beyond himself); or was the Colonel not a fraud, but used as aforesaid by the lawyer; or did the lawyer truly try to serve the honest Colonel? The director and/or the editor appear to me to have deliberately obscured these questions, which doesn't seem like Balzac, the realist. At the same time the film does an excellent job of delineating the characters, if not their motives, and the cast and production is superb. That opening battlefield scene is bound to haunt one's dreams. Still, one wonders at the all too common penchant among contemporary film makers to favor ambiguity above all else. Weren't the problems and motives of all these characters complicated enough for Yves Angelo?",positive
"A warmly sentimental tale from the author of The Waltons. Were someone to pitch the material to me, I would probably reject it as too maudlin. But the dramatization here manages a tear without the expected embarrassment. No one in the 1950's was better at lovable hayseeds than Arthur Hunnicutt. His appeal here is put to consummate use as a mountain man doggedly faithful to a loyal hunting hound. Their fates are tied together as inseparably as any human bond. Good. I see a subtle environmental message here. All critters go to heaven, because how can we condemn any poor devil that merely follows instinct in order to stay alive. There is no deceit in the kingdom of animals, and yet how cruelly we often treat them. An oddly satisfying episode that confirms this important message.",positive
"I followed this entire series when I was a child in grade school, by choice, not because it was required for school. I used to read the plays at the pace of the series. The experience gave me a life-long love for Shakespeare and history. It even gave me a bit of an acting bug, although at an amateur level only. Whenever I read any of Shakespeare's history plays, the images that come to mind first are from this black and white production, seen on a big ""furniture"" TV set with a rabbit ear antenna, with all the ""ghosts"" and wobbles that go with that.<br /><br />Although the sets were minimal, if I remember correctly, that was totally irrelevant because the acting was so good. At the time I had no idea who any of the actors were. Now I see that many of them have become well known over the years. I particularly enjoyed Hotspur and Hal, whom I now see were played by Sean Connery and Robert Hardy. I would dearly love to see this available in video, especially since many of the plays are seldom performed and even fewer are available on video. It would be valuable also as a document of mid-20th century televised play production.",positive
"I make a point out of watching bad movies frequently, and the sci-fi channel original movies tend to be one of the best sources for these movies you can find. As such, I'm sure you can imagine my disappointment when I saw Sands of oblivion. The acting was uncharacteristically sub-par, as opposed to the woefully disgraceful display sci-fi usually has in store for us. There are a few cameos made by people you'd most likely recognize, although you may not know their names by heart. The CGI special effects are minimal, and as such, one of the largest sources of comedy in a sci-fi feature is lacking. Sure, there are some funny moments like when a guy gets beheaded by a bulldozer, or when the main character leaves his friend to die in order to save a girl he's known for a couple of days, but overall, it ends up just not having you rolling on the floor with laughter, and I consider that a major disappointment.<br /><br />If I was rating it on a 10 star scale made specifically to judge made-for TV movies, I'd probably give it a 4, maybe even a 5. A real shame that I may have to wait 'till the next sci-fi original movie to get a good laugh, and I really hope that this movie isn't part of some overall quality increase in sci-fi original movies.",negative
